village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
La Paz,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
La Providencia,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
La Unión,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Plan de Ayala (Yutiandije),Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Progreso,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Rancho Guadalupe,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Reforma,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Santa Catarina Yuxia,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Vista Hermosa (Barrio Vista Hermosa),Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Zaragoza,Chalcatongo de Hidalgo,Oaxaca,sahin sau,[sahin sau],mixteco del sur bajo
Chigmecatitlán,Chigmecatitlán,Puebla,da’an davi ~ de’e dau,[ðãʔã ðaβi] ~ [ðẽʔẽ ðau],mixteco del suroeste de Puebla
Agua Espina,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Agua Tendida,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Agua Trapo,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Chiquihuitlán de Benito Juárez,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
La Concepción,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
La Laguna (Loma del Cacalote),Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Loma Ojiteca,Chiquihuitlán de Benito Juárez,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Barrio San Isidro,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Barrio San José,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Cerro del Aire,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Coicoyán de las Flores,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Coyul [El Coyul],Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
El Jicaral,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
La Trinidad,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Lázaro Cárdenas,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Llano Encino Amarillo,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Loma Flor,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Los Ángeles,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Rancho Pastor,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Río Alumbrado,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
San Antonio (Barrio San Antonio),Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Santiago Tilapa,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Tierra Colorada,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Yutiotoso [Yutiatoso],Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Zaragoza,Coicoyán de las Flores,Oaxaca,to’on savi,[tõʔõ saβi],mixteco del oeste
Constancia de Rosario,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Constancia del Rosario,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
El Sausalito,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Rancho Viejo,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
San José Yosocaño,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Santa Ana Rayón,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Santa Cruz Río Venado,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Santa María Pueblo Nuevo,Constancia de Rosario,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Sierra sur noroeste
Colonia Juan N. Álvarez (Playa Ventura),Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Colonia la Crucita,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Comunidad General Enrique Rodríguez,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Copala,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
La Fortuna (La Yeguada),Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Las Peñas,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Los Lirios,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Rancho Miguel Vargas,Copala,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Ahuacojtitla,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Ahuastepec,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Barranca Tecolote,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Barranca Tigre,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Buena Vista,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Copanatoyac,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Costilla del Cerro,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Cozondiapa,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
El Crucero de Oztocingo,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
El Platanar,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Guacamaya,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
La Asunción,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
La Concepción,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Loma Bonita,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Ocoapa,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Ocotepec,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Ocotequila,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Ocotillo,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Oztocingo,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Patlicha,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Plan de Laguna,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Plan de San Miguel,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Plan Lagunilla,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Potoichan,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Quiahuiltepec,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Rancho Escondido,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
San Vicente Amole,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Santa Cruz,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Tenexcalcinco,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Tierra Colorada,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Tlacotepec,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Tlalquetzalapa,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Totohuehuetlán,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Xalteme,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Xitomatla,Copanatoyac,Guerrero,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],mixteco de Coapanatoyac
Barrio Norte,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Cosoltepec,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
El Algodón,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
El Borrego,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
El Chimalallo,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Joluxtla (San Juan Joluxtla),Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Pultepec,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Rumbo a la Salida,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San Isidro (Barrio San Isidro),Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Tultitlán de Guadalcazar,Cosoltepec,Oaxaca,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Barajillas (Barajilla),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Cerro del Indio (El Indio),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Comaltepec (Comal),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Cuajinicuilapa,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Efraín Santos,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Cuiji (El Cuije),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Pitahayo,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Tamale,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Terrero,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Vaivén,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Gloria Escondida,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Bocana,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Ceniza (Loma de Romero),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Petaca (Hacienda la Petaca),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Las Lomitas,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Maldonado,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Montecillos,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Punta Maldonado (El Faro),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Blanco (Rancho los Límites),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho de Manuel Guzmán,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho de Sadot Álvarez Guzmán,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho de Santiago (Rancho Santiago),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho El Carrizo (El Carrizo),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Hermanos Álvarez Guzmán (Lote Número 38),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Hermanos Herrera,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Javier Mendoza Añorve,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho la Bonita (La Bonita),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho la Parota,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho la Soledad (Rancho de Elpidio Reyna),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho las Golondrinas,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Meliton Cisneros,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Roberto Álvarez,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Salvador Cruz (La Inar),Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
San Nicolás,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Tierra Colorada,Cuajinicuilapa,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Coacuyulichan,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Cuautepec,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
El Coquillo,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
El Líbano,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
El Limoncito,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
El Salto,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Fábrica Vieja,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Jalapa,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
La Bocana,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
La Dicha,Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
San Agustín Cuilutla (Cuilutla),Cuautepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Cruz Blanca,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Cuilapam de Guerrero,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
El Ojo de Agua,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
La Lomita,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Lomas de San Juan,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Primera Ampliación de Cruz Blanca,Cuilapam de Guerrero,Oaxaca,tu’un dau,[tũʔũ ðau],mixteco bajo de Valles
Agua Tabaco,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Aguacate,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Bajo la Peña,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Buenos Aires (San Isidro Buenos Aires),Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Camino a San Miguel,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Cerro Culebra,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Cerro Verde,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Chorro de Agua,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Colonia Reforma (Barrio Reforma),Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Cuyamecalco Villa de Zaragoza,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
El Limón,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
El Tenene,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
El Zacatal,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Joya Durazno (San José Joya Durazno),Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
La Ciénega (Guadalupe la Ciénega),Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
La Orilla,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Llano San Antonio,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Loma del Viento,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Loma El Trompo,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Loma Platanar,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Peña Colorada,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Peña Prieta,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Piedra Boluda,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Río San Miguel (Llano Nopal),Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
San Felipe de Jesús,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
San Francisco la Raya,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Santa María Buenos Aires,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Texun,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Tierra Ahumada,Cuyamecalco Villa de Zaragoza,Oaxaca,tu’un savi,[tũʔũ saβi],mixteco de Cañada central
Colonia Lázaro Cárdenas,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Cruz Grande,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Cuatro Bancos,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
El Porvenir,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Florencio Villareal,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Las Ánimas,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Las Garzas,Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Playa Larga Vieja (Playa Larga),Florencio Villareal,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa central
Acatlima,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Agua Dulce,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Carretera a Acatlima,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Colonia Sinaí Primera Sección,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
El Carmen,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
El Molino,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Fidepal (Colonia Lázaro Cárdenas del Río),Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
Heroica Ciudad de Huajuapan de León,Heroica Ciudad de Huajuapan de León,Oaxaca,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],mixteco del noroeste medio
