address,author,bibtex_type,booktitle,ca_doctype_trigger,ca_language_trigger,chapter,description,edition,editor,endpage_int,gbid,glottolog_id,google_book_search_id,howpublished,iaid,id,inlg,inlg_code,journal,jsondata,keywords,language_note,macroareas,markup_description,med_index,med_pages,med_type,name,normalizedauthorstring,normalizededitorstring,note,number,organization,ozbib_id,pages,pages_int,pk,publisher,school,series,srctrickle,startpage_int,subject,subject_headings,title,type,url,volume,year,year_int
,Instituto Lingüístico de Verano,misc,,,coatzospan,,Concordancia del idioma mixteco de Coatzospan,,,,,,,Trabajo inédito,,310253,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""310253"", ""lgcode"": ""Coatzospan Mixtec [miz] (computerized assignment from \""coatzospan\"")""}",,"Coatzospan Mixtec [miz] (computerized assignment from ""coatzospan"")",,,16,0,wordlist_or_less,Instituto Lingüístico de Verano no date,,,,,,,,,308958,,,,otomanguean#Mixtec142,,,,Concordancia del idioma mixteco de Coatzospan,,,,no date,
,Instituto Lingüístico de Verano,misc,,,atatlahuca,,Concordancia del idioma mixteco de Atatlahuca,,,,,,,Trabajo inédito,,313628,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313628"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib] (computerized assignment from \""atatlahuca\"")""}",,"Atatláhuca Mixtec [mib] (computerized assignment from ""atatlahuca"")",,,16,0,wordlist_or_less,Instituto Lingüístico de Verano 1972,,,,,,,,,308957,,,,otomanguean#Mixtec110,,,,Concordancia del idioma mixteco de Atatlahuca,,,,1972,1972
,Instituto Lingüístico de Verano,book,,,,,Ihya minoo cuhva chahi chi ndo vityi saha ndo cuenda chi ndo chihin cuehe (Un modo de cuidarse en caso de enfermedad),,,,,,,,,303521,,,,"{""omnote"": ""[mixteco del este de Jamiltepec]"", ""glottolog_ref_id"": ""303521"", ""lgcode"": ""Jamiltepec Mixtec [mxt]"", ""src"": ""otomanguean"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec""}",,Jamiltepec Mixtec [mxt],North America,,16,12,wordlist_or_less,Instituto Lingüístico de Verano 1972,,,,,,,12,12,308953,Instituto Lingüístico de Verano,,,otomanguean#Mixtec111,,,,Ihya minoo cuhva chahi chi ndo vityi saha ndo cuenda chi ndo chihin cuehe (Un modo de cuidarse en caso de enfermedad),,,,1972,1972
,Instituto Lingüístico de Verano,book,,,conejo,,Xcuent coneju ni bziib to xan buiahl[;] El cuento del conejo que sembró un grano de maíz,,,,,,,,,301870,,,,"{""omnote"": ""[zapoteco de Guevea de H\u00famboldt]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Zapotec"", ""glottolog_ref_id"": ""301870"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,19,wordlist_or_less,Instituto Lingüístico de Verano 1986,,,,,,,19,19,308952,"Instituto Lingüístico de Verano, México, D. F",,,otomanguean#Zapotec201,,,,Xcuent coneju ni bziib to xan buiahl[;] El cuento del conejo que sembró un grano de maíz,,,,1986,1986
,Instituto Lingüístico de Verano,book,,,conejo,,"Ca=a enta tucu cuentu bicha cona bichuú cona xíbiti (Un cuento del conejo, coyote y zorrillo)",,,,,,,,,310876,Spanish [spa],,,"{""omnote"": ""[zapoteco de Lachix\u00edo]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Zapotec"", ""glottolog_ref_id"": ""310876"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,4,wordlist_or_less,Instituto Lingüístico de Verano 1976,,,,,,,4,4,308950,Instituto Lingüístico de Verano,,,otomanguean#Zapotec177,,,,"Ca=a enta tucu cuentu bicha cona bichuú cona xíbiti (Un cuento del conejo, coyote y zorrillo)",,,,1976,1976
,Instituto Lingüístico de Verano,misc,,,chayuco,,Concordancia del idioma mixteco de San Agustín Chayuco,,,,,,,Trabajo inédito,,309515,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""309515"", ""lgcode"": ""Chayuco Mixtec [mih] (computerized assignment from \""chayuco\"")""}",,"Chayuco Mixtec [mih] (computerized assignment from ""chayuco"")",,,16,0,wordlist_or_less,Instituto Lingüístico de Verano no date,,,,,,,,,308947,,,,otomanguean#Mixtec141,,,,Concordancia del idioma mixteco de San Agustín Chayuco,,,,no date,
,"Velasco, Vicencia",book,,,conejo,,Xcuenta cuneju bueu cun dxídxingula (El cuento de un conejo y un coyote),,,,,,,,,305157,Spanish [spa],,,"{""omnote"": ""[zapoteco de Chichicapan]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Zapotec"", ""glottolog_ref_id"": ""305157"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,3,wordlist_or_less,"Velasco, Vicencia 1979",,,,,,,3,3,308501,Instituto Lingüístico de Verano,,,otomanguean#Zapotec475,,,,Xcuenta cuneju bueu cun dxídxingula (El cuento de un conejo y un coyote),,,,1979,1979
,"Vázquez, Octavio León",mastersthesis,,,,,"Sandhi tonal en el mixteco de Yucuquimi de Ocampo, Oaxaca",,,,,,,,,563216,Spanish [spa],,,"{""src"": ""hh"", ""hhtype"": ""phonology"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""563216"", ""lgcode"": ""Mixteco de Yucuquimi de Ocampo = Mixtec-Tezoatl\u00e1n [mxb]""}",,Mixteco de Yucuquimi de Ocampo = Mixtec-Tezoatlán [mxb],North America,,4,171,phonology_or_text,"Vázquez, Octavio León 2017",,,,,,,171,171,308180,,Ciudad de México: Centro de Investigaciones y Estudios Superiores en Antropología Social,,hh#phon:Vazquez:Mixteco-Yucuquimi-Ocampo,,,,"Sandhi tonal en el mixteco de Yucuquimi de Ocampo, Oaxaca",,,,2017,2017
Mexico City,Douglas Towne,book,,,,,"Gramática popular del tacuate (mixteco) de Santa María Zacatepec, Oaxaca",,,,,,,,,302499,Spanish [spa],,,"{""cfn"": ""north_america\\towne_tacuate-zacatepec2011.pdf"", ""hhtype"": ""grammar"", ""isbn"": ""9786079164027"", ""delivered"": ""north_america\\towne_tacuate-zacatepec2011.pdf"", ""glottolog_ref_id"": ""302499"", ""lgcode"": ""Mixteco de Zacatepec-Oaxaca [mza]"", ""src"": ""hh"", ""oclc"": ""794838254"", ""macro_area"": ""North America"", ""fn"": ""north_america\\towne_tacuate-zacatepec2011.pdf"", ""besttxt"": ""ptxt2\\north_america\\towne_tacuate-zacatepec2011.txt""}",,Mixteco de Zacatepec-Oaxaca [mza],North America,,0,147,grammar,Douglas Towne 2011,,,,,,,vii+140,147,301792,Instituto Lingüístico de Verano,,,hh#g:Towne:Tacuate-Zacatepec,,,,"Gramática popular del tacuate (mixteco) de Santa María Zacatepec, Oaxaca",,,,2011,2011
,J. Ryan Sullivant,misc,,,,,Los datos del mixteco de Tututepec en Belmar (1902),,,,,,,Ms.,,478224,Spanish [spa],,,"{""cfn"": ""north_america\\sullivant_tututepec2015.pdf"", ""hhtype"": ""wordlist"", ""delivered"": ""north_america\\sullivant_tututepec2015.pdf"", ""glottolog_ref_id"": ""478224"", ""lgcode"": ""Tututepec = Mixtec-Tututepec [mtu]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\sullivant_1902-belmar2015.pdf, north_america\\sullivant_tututepec2015.pdf"", ""besttxt"": ""ptxt2\\north_america\\sullivant_tututepec2015.txt""}",,Tututepec = Mixtec-Tututepec [mtu],North America,,7,13,wordlist_or_less,J. Ryan Sullivant 2015,,,,,,,13,13,293016,,,,hh#w:Sullivant:Mixteco-Tututepec,,,,Los datos del mixteco de Tututepec en Belmar (1902),,,,2015,2015
"México, D.F.",No Author Stated,book,,,,,Leco xi'in Diva'yu (Cuentos del Conejo y el Coyote 1),,,,,,,,,318287,Spanish [spa],,,"{""src"": ""hh"", ""hhtype"": ""text"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""318287"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv]""}",,Metlatónoc Mixtec [mxv],North America,,5,0,phonology_or_text,No Author Stated 1984,,,,,,,,,288612,ILV,,,hh#t:NA:Metlatonoc,,,,Leco xi'in Diva'yu (Cuentos del Conejo y el Coyote 1),,,,1984,1984
Aboriginal Linguistics 1(1),"Stark, Donald S.",book,,phonemes,,,Mixteco: Complex Phonemes,,,,,,,,,75091,,,Aboriginal Linguistics,"{""hhtype"": ""phonology (computerized assignment from \""phonemes\"")"", ""sil_id"": ""12402"", ""glottolog_ref_id"": ""75091"", ""lgcode"": ""San Miguel El Grande Mixtec [mig]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,San Miguel El Grande Mixtec [mig],North America,,4,6,phonology_or_text,"Stark, Donald S. 1947",,,,,,,10-15,6,288310,10-15,,,"otomanguean#Mixtec339, sil16#12402",,Phonological descriptions [PHD],,Mixteco: Complex Phonemes,,,1,1947,1947
Quito,Thomas C. Smith Stark,incollection,Panorama de los estudios de las lenguas indígenas de México: Tomo II,,,,El estado actual de los estudios de las lenguas Mixtecanas y Zapotecanas,,"Manrique, Leonardo and Lastra, Yolanda and Bartholomew, Doris",,,,,,,135876,Spanish [spa],,,"{""hhtype"": ""overview;bibliographical"", ""besttxt"": ""ptxt2\\north_america\\smith-stark_mixtecanas-zapotecanas1994_o.txt"", ""glottolog_ref_id"": ""135876"", ""lgcode"": ""Tlazoyaltepec Mixtec [mqh], Juxtlahuaca Mixtec [vmc], Tamazola Mixtec [vmx], Soyaltepec Mixtec [vmq], Chigmecatitl\u00e1n Mixtec [mii], Cuyamecalco Mixtec [xtu], Santa Marla Yolotepec geographically matches Tacahua Mixtec [xtt], Sindihui Mixtec [xts], San Miguel Piedras Mixtec [xtp], Yoloxochitl Mixtec [xty], Chazumba Mixtec [xtb], Apasco-Apoala Mixtec [mip], Tijaltepec Mixtec [xtl], Sinicahua Mixtec [xti], Western Juxtlahuaca Mixtec [jmx], Yutanduchi Mixtec [mab], Santa Mar\u00eda Zacatepec Mixtec [mza], Tida\u00e1 Mixtec [mtx], Tututepec Mixtec [mtu], Yucua\u00f1e Mixtec [mvg], Huitepec Mixtec [mxs], Eastern Highland Chatino [cly], San Agust\u00edn Mixtepec Zapotec [ztm], Lapagu\u00eda-Guivini Zapotec [ztl], Santa Catarina Albarradas Zapotec [ztn], Southern Rincon Zapotec [zsr], El Alto Zapotec [zpp], Lachiguiri Zapotec [zpa], Zaniza Zapotec [zpw], Asunci\u00f3n Mixtepec Zapotec [zoo], Zaachila Zapotec [ztx], Xadani Zapotec [zax], Santa In\u00e9s Yatzechi Zapotec [zpn], Tejalapan Zapotec [ztt], Tabaa Zapotec [zat], Yautepec Zapotec [zpb], Petapa Zapotec [zpe], Mazaltepec Zapotec [zpy]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\smith-stark_mixtecanas-zapotecanas1994_o.pdf, north_america\\manriqueetal_II-panorama-mexico1994_o.pdf""}",,"Tlazoyaltepec Mixtec [mqh], Juxtlahuaca Mixtec [vmc], Tamazola Mixtec [vmx], Soyaltepec Mixtec [vmq], Chigmecatitlán Mixtec [mii], Cuyamecalco Mixtec [xtu], Santa Marla Yolotepec geographically matches Tacahua Mixtec [xtt], Sindihui Mixtec [xts], San Miguel Piedras Mixtec [xtp], Yoloxochitl Mixtec [xty], Chazumba Mixtec [xtb], Apasco-Apoala Mixtec [mip], Tijaltepec Mixtec [xtl], Sinicahua Mixtec [xti], Western Juxtlahuaca Mixtec [jmx], Yutanduchi Mixtec [mab], Santa María Zacatepec Mixtec [mza], Tidaá Mixtec [mtx], Tututepec Mixtec [mtu], Yucuañe Mixtec [mvg], Huitepec Mixtec [mxs], Eastern Highland Chatino [cly], San Agustín Mixtepec Zapotec [ztm], Lapaguía-Guivini Zapotec [ztl], Santa Catarina Albarradas Zapotec [ztn], Southern Rincon Zapotec [zsr], El Alto Zapotec [zpp], Lachiguiri Zapotec [zpa], Zaniza Zapotec [zpw], Asunción Mixtepec Zapotec [zoo], Zaachila Zapotec [ztx], Xadani Zapotec [zax], Santa Inés Yatzechi Zapotec [zpn], Tejalapan Zapotec [ztt], Tabaa Zapotec [zat], Yautepec Zapotec [zpb], Petapa Zapotec [zpe], Mazaltepec Zapotec [zpy]",North America,,12,3,wordlist_or_less,Thomas C. Smith Stark 1994,,,,,,,5-186,182,288309,Abya-Yala,,Bibliotheca Abya-Yala,hh#hb:Smith-Stark:Mixtecanas-Zapotecanas,,,"Indians of Mexico-Languages, Indians of Mexico-Languages-Bibliography",El estado actual de los estudios de las lenguas Mixtecanas y Zapotecanas,,,17,1994,1994
Dallas,"Small, Priscilla",article,Discourse studies in Mesoamerican languages 1: Discussion,,,,Prominence and dominance in Coatzospan Mixtec narrative,,Linda K. Jones,,,,,,,92472,English [eng],,Jones y Longacre 1979 (sección general),"{""sil_id"": ""16589"", ""glottolog_ref_id"": ""92472"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Coatzospan Mixtec [miz],North America,,16,20,wordlist_or_less,"Small, Priscilla 1979",,,,,,,353-372,20,283927,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics Publications in Linguistics,"otomanguean#Mixtec326, sil16#16589",,Discourse analysis [DAN],,Prominence and dominance in Coatzospan Mixtec narrative,,http://www.sil.org/acpub/repository/16589.pdf,1,1979,1979
Dallas,"Small, Priscilla C.",incollection,Discourse studies in Mesoamerican languages 2: Texts,,,,Frog and deer story; Orange tree story; Rabbit and coyote story: Coatzan Mixtec,,Linda K. Jones,,,,,,,86123,English [eng],,,"{""sil_id"": ""22980"", ""glottolog_ref_id"": ""86123"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Coatzospan Mixtec [miz],North America,,16,33,wordlist_or_less,"Small, Priscilla C. 1979",,,,,,,31-63,33,283926,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics Publications in Linguistics,sil16#22980,,Language texts [LTX],,Frog and deer story; Orange tree story; Rabbit and coyote story: Coatzan Mixtec,,http://www.sil.org/acpub/repository/22980.pdf,58,1979,1979
Dallas,"Small, Priscilla C.",incollection,Studies in the syntax of Mixtecan languages 2,,,,A syntactic sketch of Coatzospan Mixtec,,C. Henry Bradley and Barbara E. Hollenbach,,,,,"En Bradley y Hollenbach 1990, pp. 261-479",,55443,English [eng],,,"{""cfn"": ""north_america\\small_coatzospan-mixtec1990_o.pdf"", ""besttxt"": ""ptxt2\\north_america\\small_coatzospan-mixtec1990_o.txt"", ""glottolog_ref_id"": ""55443"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""sil_id"": ""23964"", ""delivered"": ""north_america\\small_coatzospan-mixtec1990_o.pdf"", ""hhtype"": ""grammar"", ""src"": ""hh, otomanguean, sil16, wals"", ""fn"": ""north_america\\bradley-hollenbach_mixtecan1990_o.pdf, north_america\\small_coatzospan-mixtec1990_o.pdf"", ""country"": ""Mexico [MX]""}",,Coatzospan Mixtec [miz],North America,,0,219,grammar,"Small, Priscilla C. 1990",,,,,,,261-479,219,283925,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics and the University of Texas at Arlington Publications in Linguistics,"hh#g:Small:Coatzospan-Mixtec, otomanguean#Mixtec327, sil16#23964, wals#5594",,"Grammatical descriptions [GRD], Syntax [STX]",,A syntactic sketch of Coatzospan Mixtec,,http://www.sil.org/acpub/repository/23964.pdf,90,1990,1990
,"Small, Priscilla",misc,,,,,Coatzospan Mixtec pronouns,,,,,,,"En S.I.L.-México Workpapers, no. 1, pp. 9-14",,149182,,,SIL Mexico Workpapers,"{""sil_id"": ""12338"", ""glottolog_ref_id"": ""149182"", ""lgcode"": ""Coatzospan Mixtec [miz]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Coatzospan Mixtec [miz],North America,,16,6,wordlist_or_less,"Small, Priscilla 1974",,,,,,,9-14,6,283924,,,,"otomanguean#Mixtec325, sil16#12338",,Pronouns [PRS],,Coatzospan Mixtec pronouns,,,1,1974,1974
,"Turner, Janet and Priscilla Small",misc,,,coatzospan,,Coatzospan Mixtec kinship terms,,,,,,,"En Merrifield 1981 (sección general), pp. 159-161",,313379,,,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313379"", ""lgcode"": ""Coatzospan Mixtec [miz] (computerized assignment from \""coatzospan\"")""}",,"Coatzospan Mixtec [miz] (computerized assignment from ""coatzospan"")",,,16,0,wordlist_or_less,"Turner, Janet and Priscilla Small 1981",,,,,,,,,283923,,,,otomanguean#Mixtec347,,,,Coatzospan Mixtec kinship terms,,,,1981,1981
,"Shields, Jäna K.",misc,,,,,Grammatical Patterns of Silocayoapan Mixtec through Sentence Level (Includes Noun Phrases),,,,,,,Ms.,,557430,English [eng],,,"{""hhtype"": ""grammar_sketch"", ""besttxt"": ""ptxt\\north_america\\shields_silacayoapan2015.txt"", ""glottolog_ref_id"": ""557430"", ""lgcode"": ""Silacayoapan Mixtec [mks]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\shields_silacayoapan2015.pdf, north_america\\shields_silacayoapan2015_o.pdf""}",,Silacayoapan Mixtec [mks],North America,,1,88,grammar_sketch,"Shields, Jäna K. 2015",,,,,,,88,88,280218,,,,hh#s:Shields:Silacayoapan-Mixtec:2015,,,,Grammatical Patterns of Silocayoapan Mixtec through Sentence Level (Includes Noun Phrases),,,,2015,2015
Dallas,"Shields, Jäna K.",incollection,Studies in the syntax of Mixtecan languages 1,,,,A syntactic sketch of Silacayoapan Mixtec,,C. Henry Bradley and Barbara E. Hollenbach,,,,,"En Bradley y Hollenbach 1988, pp. 305-449",,107583,English [eng],,,"{""cfn"": ""north_america\\shields_silacayoapan-mixtec1988_o.pdf"", ""besttxt"": ""ptxt2\\north_america\\shields_silacayoapan-mixtec1988_o.txt"", ""glottolog_ref_id"": ""107583"", ""lgcode"": ""Silacayoapan Mixtec [mks]"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""sil_id"": ""21773"", ""delivered"": ""north_america\\shields_silacayoapan-mixtec1988_o.pdf"", ""hhtype"": ""grammar"", ""src"": ""hh, otomanguean, sil16, wals"", ""fn"": ""north_america\\shields_silacayoapan-mixtec1988_o.pdf, north_america\\bradley-hollenbach_mixtecan1988_o.pdf"", ""country"": ""Mexico [MX]""}",,Silacayoapan Mixtec [mks],North America,,0,145,grammar,"Shields, Jäna K. 1988",,,,,,,305-449,145,280217,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics Publications in Linguistics,"hh#g:Shields:Silacayoapan-Mixtec, otomanguean#Mixtec322, sil16#21773, wals#5508",,"Grammatical descriptions [GRD], Syntax [STX]",,A syntactic sketch of Silacayoapan Mixtec,,http://www.sil.org/acpub/repository/21773.pdf,83,1988,1988
Mexico,"Shields, Juliana",book,,,,,Gramática popular del mixteco; Mixteco de Silacayoapan,,,,,,,,,300854,,,,"{""hhtype"": ""grammar_sketch"", ""glottolog_ref_id"": ""300854"", ""lgcode"": ""Silacayoapan Mixtec [mks]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Silacayoapan Mixtec [mks],North America,,1,43,grammar_sketch,"Shields, Juliana 1976",,,,,,,43,43,280211,ILV,,,hh#s:Shields:Silacayoapan-Mixtec,,"Grammatical descriptions [GRD], Syntax [STX]",,Gramática popular del mixteco; Mixteco de Silacayoapan,,,,1976,1976
Jena,"Schultze Jena, Leonhard",book,,,,,"Bei den Azteken, Mixteken und Tlapaneken der Sierra Madre del Sur von Mexiko",,,,G2NMHAAACAAJ,,,,,305339,German [deu],,,"{""src"": ""hh"", ""hhtype"": ""overview;grammar_sketch"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""305339"", ""lgcode"": ""Cahuatachi-Guerrero Mixtec = Mixtec-Alacatlatzala [mim]""}",,Cahuatachi-Guerrero Mixtec = Mixtec-Alacatlatzala [mim],North America,,1,192,grammar_sketch,"Schultze Jena, Leonhard 1938",,,,,,,384,384,275562,Gustav Fischer,,,hh#hs:Schultze-Jena:Azteken-Mixteken-Tlapaneken,,,,"Bei den Azteken, Mixteken und Tlapaneken der Sierra Madre del Sur von Mexiko",,,,1938,1938
Leiden,Sain Sau,incollection,Continuity and Identity in Native America: Essays in Honor of Benedikt Hartmann,,,,Introducción al Mixteco de Chalcatongo,,M. Jansen and Peter van der Loo and R. Manning,,,,,,,54115,English [eng],,,"{""src"": ""hh"", ""hhtype"": ""grammar_sketch"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""54115"", ""lgcode"": ""Mixtec San Miguel el Grande [mig]""}",,Mixtec San Miguel el Grande [mig],North America,,1,24,grammar_sketch,Sain Sau 1988,,,,,,,132-155,24,270100,E. J. Brill,,Indiaanse Studies,hh#s:Sau:Mixtec,,,,Introducción al Mixteco de Chalcatongo,,,I,1988,1988
,"Rojas Santos, Herminia",mastersthesis,,,,,El valor del bilingüismo y prácticas lingüísticas en una comunidad ñuu savi en Oaxaca,,,,,,,,,320665,Spanish [spa],,,"{""cfn"": ""north_america\\rojas_nuu-savi2011.pdf"", ""hhtype"": ""minimal;socling"", ""delivered"": ""north_america\\rojas_nuu-savi2011.pdf"", ""glottolog_ref_id"": ""320665"", ""lgcode"": ""Meson de Guadalupe = San Juan Mixtepec = Mixtec-Mixtepec [mix]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\rojas_nuu-savi2011.pdf"", ""besttxt"": ""ptxt2\\north_america\\rojas_nuu-savi2011.txt""}",,Meson de Guadalupe = San Juan Mixtepec = Mixtec-Mixtepec [mix],North America,,9,98,wordlist_or_less,"Rojas Santos, Herminia 2011",,,,,,,196,196,269324,,Ciudad de México: Centro de Investigaciones y Estudios Superiores en Antropología Social,,hh#ldsoc:Rojas:Nuu-Savi,,,,El valor del bilingüismo y prácticas lingüísticas en una comunidad ñuu savi en Oaxaca,,,,2011,2011
