ID	Village_Name	Village_Name_Alternative	Family	Subgroup	Municipality	State	Latitude	Longitude	ISO639P3code	Glottocode	Glottolog_Name	Glottolog_Level	Glottolog_Super	Glottolog_Subgroup	Glottolog_Latitude	Glottolog_Longitude	josserand_group	Josserand_Subgroup	Josserand_Code	Inali_Subgroup	Inali_Endonym_Ort	Inali_Endonym_Ipa	Egland_Name	Egland_Perc	Egland_Level	Egland_Super	Mtree_Name	Mtree_Code	Mtree_Codealt	Mtree_Latitude	Mtree_Longitude	Mtree_Comments	Coordinate_Comparison	CLDF_Name	Village_Name_Normalized	Comments
nuch11	San Jorge Nuchita		Mixtec	Central Baja	San Jorge Nuchita	Oaxaca	17.65569	-98.10499	mks	sila1250							Central Baja		nuch	mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]	S. Jorge Nuchita	98	dialect	Silacayoapan								SanJorgeNuchitaMixtec	san jorge nuchita	
numi11	San Juan Ñumi		Mixtec	Western Alta	San Juan Ñumi	Oaxaca	17.39759	-97.70603	xtn	nort2985							Western Alta		ñumi	mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]	Ñumi		language									SanJuanNumiMixtec	san juan numi	
nund11	Santa Cruz Nundaco		Mixtec	Western Alta	Santa Cruz Nundaco	Oaxaca	17.17339	-97.72325									Western Alta		ndac	mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												SantaCruzNundacoMixtec	santa cruz nundaco	
nund12	Santiago Nundiche	Santiago Nundichi	Mixtec	Western Alta	Santiago Nundiche	Oaxaca	17.3312	-97.67444	xtn	nort2985									ndi	mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]	Nunduchi	100	dialect	Ñumi?								SantiagoNundicheMixtec	santiago nundiche	
nund13	Santo Domingo Nundo	Santo Domingo Nundó	Mixtec	Eastern Alta/Tezoatlan	Villa de Chilapa de Díaz	Oaxaca	17.60855	-97.68566									Eastern Alta/Tezoatlan		ndo	mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SantoDomingoNundoMixtec	santo domingo nundo	
nuti11	Santa María Nutio		Mixtec	Coast	San Juan Colorado	Oaxaca	16.48542	-97.90405									Coast	East	nuti	mixteco de Oaxaca de la costa noroeste	tu’un savi	[tũʔũ saβi]												SantaMariaNutioMixtec	santa maria nutio	
nuxa11	Santo Domingo Nuxaá	Santo Domingo Nuxaa	Mixtec	Eastern Alta	Santo Domingo Nuxaá	Oaxaca	17.21663	-97.12285									Eastern Alta		nuxa	mixteco del este	tu’un davi	[tũʔũ ðaβi]	Nuxaa	30	language									SantoDomingoNuxaaMixtec	santo domingo nuxaa	
nuxi11	San Andrés Nuxiño		Mixtec	Eastern Alta	San Andrés Nuxiño	Oaxaca	17.23883	-97.10497									Eastern Alta		nuxi	mixteco alto de Valles	tu’un ñudavi	[tũʔũ ?udaβi]												SanAndresNuxinoMixtec	san andres nuxino	
nuyo11	Santiago Nuyoó		Mixtec	Western Alta	Santiago Nuyoó	Oaxaca	17.0147	-97.76674	meh	nuyo1238	Nuyoo	dialect	sout3000	Western Alta			Western Alta		nuyo	mixteco del suroeste	tu’un savi	[tũʔũ saβi]	Nuyoo	54	language									SantiagoNuyooMixtec	santiago nuyoo	
ocot11	Santo Tomás Ocotepec		Mixtec	Western Alta	Santo Tomás Ocotepec	Oaxaca	17.14419	-97.76322	mie	ocot1243	Ocotepec Mixtec	language		Western Alta	17.1823	-97751	Western Alta		oco	mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]	Sto. Toma?s Ocotepec	80	dialect	Ñumi?	Ocotepec	mio	mxo	1717	-9775		gl lat and long better	SantoTomasOcotepecMixtec	santo tomas ocotepec	
papa11	Santa María Pápalo		Cuicatec		Santa María Pápalo	Oaxaca	17.7842	-96.79719	cux	sant1437		dialect	tepe1280	Cuicatec																				SantaMariaPapaloCuicatec		
pena11	Magdalena Peñasco		Mixtec	Western Alta	Magdalena Peñasco	Oaxaca	17.2837	-97.5413	xtm	magd1235	Magdalena Peñasco Mixtec	language		Western Alta	17.2837	-97.5413	Western Alta			mixteco central	tu’un savi	[tũʔũ saβi]												MagdalenaPenascoMixtec	magdalena penasco	
pena12	San Mateo Peñasco		Mixtec	Western Alta	San Mateo Peñasco	Oaxaca	17.15127	-97.53321	xtm	sanm1293	San Mateo Peñasco Mixtec	dialect	magd1235	Western Alta			Western Alta		peña	mixteco de San Mateo Peñasco	tu’un savi	[tũʔũ saβi]												SanMateoPenascoMixtec	san mateo penasco	
peno11	Santa María Peñoles		Mixtec	Eastern Alta	Santa María Peñoles	Oaxaca	17.07959	-97.00272	mil	sant1445	Santa María Peñoles	dialect	peno1244	Eastern Alta					peño	mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]	Peñoles	100	dialect	Estetla	Peñoles	mig-mol	mxp	1780	-9692		gl lat and long better	SantaMariaPenolesMixtec	santa maria penoles	
peno11	Santa María Peñoles		Mixtec	Eastern Alta	Santa María Peñoles	Oaxaca	17.0671	-97.0101	mil	peno1244	Peñoles Mixtec	language		Eastern Alta	17.0671	-97.0101	Eastern Alta			mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]											gl lat and long better	SantaMariaPenolesMixtec	santa maria penoles	
pera11	San Martín Peras		Mixtec	Southern Baja	San Martín Peras	Oaxaca	17.35912	-98.23725	jmx	sanm1291	San Martín Peras	dialect	west2643	Southern Baja			Southern Baja		pera	mixteco del oeste	to’on savi	[tõʔõ saβi]	S. M. Peras	95	dialect	Coicoyan								SanMartinPerasMixtec	san martin peras	
petl11	Petlacalancingo		Mixtec	Guerrero	Alcozáuca de Guerrero	Guerrero	17.37597	-98.49096	xta	petl1238	Petlacalancingo Mixtec	dialect	alco1235	Guerrero						mixteco de Guerrero del noreste central	tu’un savi	[tũʔũ saβi]												PetlacalancingoMixtec	petlacalancingo	
pied11	San Miguel Piedras		Mixtec	Eastern Alta	San Miguel Piedras	Oaxaca	16.9944	-97.2056	xtp	sanm1294	San Miguel Piedras Mixtec	language		Eastern Alta	16.9944	-97.2056	Eastern Alta	Teozacoalco	pied	mixteco de San Miguel Piedras	tu’un savi	[tũʔũ saβi]	S. Miguel Piedras	49	language									SanMiguelPiedrasMixtec	san miguel piedras	the other SM Piedras listed in ILI is most probably a mistake
pied12	Piedra Azul		Mixtec	Southern Baja	San Martín Peras	Oaxaca	17.380833	-98.185833												mixteco del oeste	to’on savi	[tõʔõ saβi]												PiedraAzulMixtec	piedra azul	
pina11	San Juan Piñas		Mixtec	Southern Baja	Santiago Juxtlahuaca	Oaxaca	17.22264	-98.14487	jmx	sanj1280	San Juan Piñas	dialect	west2643	Southern Baja						mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJuanPinasMixtec	san juan pinas	
pino11	Santiago Pinotepa Nacional		Mixtec	Coast	Santiago Pinotepa Nacional	Oaxaca	16.3043	-97.9966	mio	pino1237	Pinotepa Nacional Mixtec	language		Coast (West)	16.3043	-97.9966	Coast	West	pinn	mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												SantiagoPinotepaNacionalMixtec	santiago pinotepa nacional	
pino12	Pinotepa de Don Luis	Pinotepa de Don Luís	Mixtec	Coast	Pinotepa de Don Luis	Oaxaca	16.42666	-97.97647	mio	pino1237	Pinotepa Nacional Mixtec						Coast	West	pinl	mixteco de Oaxaca de la costa oeste central	tu’un savi ~ se’en savi	[tũʔũ saβi] ~ [seʔen saβi]	Don Luis	84	dialect	Jicaltepec								PinotepaDonLuisMixtec	pinotepa de don luis	
plan11	Plan de Guadalupe		Mixtec	Guerrero	Atlamajalcingo del Monte	Guerrero	17.21731	-97.7826	mim	plan1238	Plan de Guadalupe	dialect	alac1244	Guerrero						mixteco de Atlamajalcingo	tu’un savi	[tũʔũ saβi]												PlanGuadalupeMixtec	plan de guadalupe	
poto11	Potoichan	Potoichán	Mixtec	Guerrero	Copanatoyac	Guerrero	17.42233	-98.72009	mim	poto1253	Potoichan	dialect	alac1244	Guerrero						mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												PotoichanMixtec	potoichan	
prog11	San Miguel Progreso		Mixtec	Western Alta	Heroica Ciudad de Tlaxiaco	Oaxaca	17.1743	-97.79838									Western Alta		prog	mixteco del suroeste central	tu’un savi	[tũʔũ saβi]												SanMiguelProgresoMixtec	san miguel progreso	
prog12	San Jerónimo Progreso		Mixtec	Southern Baja	Silacayoapam	Oaxaca	17.44616	-98.15466	mks	sila1250							Southern Baja		silp	mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanJeronimoProgresoMixtec	san jeronimo progreso	
prom01	Proto-Mixtec		Mixtec	NotAssigned						mixt1427	Mixtec	branch							p-mixtec															Proto-MixtecMixtec		
prot01	Proto-Trique		Triqui							triq1251	Trique	branch																						Proto-TriqueMixtec		
reye11	Santos Reyes Tepejillo		Mixtec	Southern Baja	Santos Reyes Tepejillo	Oaxaca	17.43262	-97.93997									Southern Baja		rey	mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]	S. R. Tepejillo	77	dialect	Silacayoapan								SantosReyesTepejilloMixtec	santos reyes tepejillo	
sayu11	San Francisco Sayultepec	San Francisco de Asís Sayultepec	Mixtec	Coast	San Juan Cacahuatepec	Oaxaca	16.59537	-98.12933	mio	pino1237							Coast	West	sayu	mixteco de Sierra sur oeste	tu’un va’a	[tũʔũ vaʔa]	Sayultepec	88	dialect	Jicaltepec								SanFranciscoSayultepecMixtec	san francisco de asis sayultepec	I’m not sure where that de Asís part comes from
sila11	Silacayoapam		Mixtec	Central Baja	Silacayoapam	Oaxaca	17.5541	-98.1163	mks	sila1250	Silacayoapan Mixtec	language		Central Baja Mixtec	17.5541	-98.1163	Central Baja			mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]	Silacayoapan	68	language		Silacayoapan	mjc	mxs	1750	-9817		gl lat and long better	SilacayoapamMixtec	silacayoapam	
sind11	San Mateo Sindihui		Mixtec	Eastern Alta	Nochixtlan	Oaxaca	17.02	-97.3036	xts	sind1277	Sindihui Mixtec	language		Eastern Alta	17.02	-97.3036	Eastern Alta	Teozacoalco	sind				S. M. Sindihui	19	language									SanMateoSindihuiMixtec	san mateo sindihui	
sini11	San José Sinicahua	San José (San José Sinicahua)	Mixtec	Western Alta	San Antonio Sinicahua	Oaxaca	17.2218	-97.5904	xti	sini1243	Sinicahua Mixtec	language		Western Alta	17.2218	-97.5904	Western Alta		sinc	mixteco de San Antonio Sinicahua	tu’un savi	[tũʔũ saβi]												SanJoseSinicahuaMixtec	san jose sinicahua	
soso11	San Jerónimo Sosola		Mixtec	Northeastern Alta	San Jerónimo Sosola	Oaxaca	17.36657	-97.03295									Northeastern Alta		soso															SanJeronimoSosolaMixtec	san jeronimo sosola	
soya11	San Bartolo Soyaltepec		Mixtec	Northeastern Alta	San Bartolo Soyaltepec	Oaxaca	17.5892	-97.1921	vmq	soya1236	Soyaltepec Mixtec	language		Northeastern Alta	17556	-97.1921	Northeastern Alta		soy	mixteco del noreste bajo	tu’un savi	[tũʔũ saβi]	S. B. Soyaltepec	28	language									SanBartoloSoyaltepecMixtec	san bartolo soyaltepec	
tama11	San Juan Tamazola		Mixtec	Eastern Alta	San Juan Tamazola	Oaxaca	17.1258	-97.0998	vmx	tama1339	Tamazola Mixtec	language		Eastern Alta	17.1258	-97.0998	Eastern Alta	Teozacoalco	tamj	mixteco de San Juan Tamazola	tnu’un davi	[tnũʔũ ðaβi]	S. J. Tamazola	74	dialect	Estetla								SanJuanTamazolaMixtec	san juan tamazola	
tama12	Santiago Tamazola		Mixtec	Western Baja	Santiago Tamazola	Oaxaca	17.67041	-98.2216									Western Baja		tams	mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]	Stgo. Tamazola	89	dialect	Silacayoapan								SantiagoTamazolaMixtec	santiago tamazola	
tata11	Santa María Tataltepec		Mixtec	Western Alta	Santa María Tataltepec	Oaxaca	17.14222	-97.39407		sant1444	Santa Maria Tataltepec	dialect	sanj1282	Western Alta			Western Alta		tata															SantaMariaTataltepecMixtec	santa maria tataltepec	
teco11	San Sebastián Tecomaxtlahuaca		Mixtec	Southern Baja	San Sebastián Tecomaxtlahuaca	Oaxaca	17.34568	-98.0312									Southern Baja		teco	mixteco del oeste	to’on savi	[tõʔõ saβi]	Tecomastlahuaca	81	dialect	Silacayoapan								SanSebastianTecomaxtlahuacaMixtec	san sebastian tecomaxtlahuaca	
teit11	San Juan Teita		Mixtec	Western Alta	San Juan Teita	Oaxaca	17.1542	-97.3899	xtj	sanj1282	San Juan Teita Mixtec	language		Western Alta	17.1542	-97.3899	Western Alta		teit	mixteco de San Juan Teita	dañudavi	[da?udaβi]	Teita	75	dialect	Yosondu?a								SanJuanTeitaMixtec	san juan teita	
tejo11	Los Tejocotes		Mixtec	Mixtepec	San Juan Mixtepec	Oaxaca	17.31342	-97.89609									Mixtepec		tejc	mixteco de oeste central	sa'an ntavi	[sãʔã ndaβi]												LosTejocotesMixtec	los tejocotes	
tepa11	Tepango		Mixtec	Southern Baja	Ayutla de los Libres	Guerrero	16.90322	-99.08613	miy	ayut1236							Southern Baja		ayut	mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												TepangoMixtec	tepango	
tepa12	San Mateo Tepantepec		Mixtec	Eastern Alta	Santa María Peñoles	Oaxaca	17.00277	-97.03289	mil	sanm1297	San Mateo Tepantepec	dialect	peno1244	Eastern Alta						mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												SanMateoTepantepecMixtec	san mateo tepantepec	
tepe03	San Juan Tepeuxila 1900		Cuicatec		San Juan Tepeuxila	Oaxaca	17.72299	-96.84118	cux	tepe1280																								SanJuanTepeuxila1900Cuicatec		
tepe11	Tepejillo		Mixtec	Northern Baja	Petlalcingo	Puebla	18.05265	-97.83906									Northern Baja		tepj	mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]	Tepejillo	86	dialect	Chazumba								TepejilloMixtec	tepejillo	
tepe12	San Antonio Tepetlapa		Mixtec	Coast	San Antonio Tepetlapa	Oaxaca	16.54182	-98.06578									Coast	West	tept	mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]	Tepetlapa	89	dialect	Jicaltepec								SanAntonioTepetlapaMixtec	san antonia tepetla	
tepe13	San Juan Tepeuxila		Cuicatec		San Juan Tepeuxila	Oaxaca	17.72299	-96.84118	cux	tepe1280	Tepeuxila Cuicatec	language		Cuicatec	17.76	-96.79																		SanJuanTepeuxilaCuicatec		
tepo01	San Pedro y San Pablo Teposcolula 1600		Mixtec	Eastern Alta	San Pedro y San Pablo Teposcolula	Oaxaca	17.51167	-97.48883									Eastern Alta			mixteco del norte bajo	tu’un savi	[tũʔũ saβi]												SanPedroySanPabloTeposcolula1600Mixtec	san pedro y san pablo teposcolula	
teut11	San Pedro Teutila		Cuicatec		San Pedro Teutila	Oaxaca	17.97703	-96.705581	cut	teut1235		language		Cuicatec	17.9	-96.66																		SanPedroTeutilaCuicatec		
tezo11	Tezoatlán de Segura y Luna		Mixtec	Tezoatlan	Tezoatlán de Segura y Luna	Oaxaca	17.65084	-97.80972	mxb	tezo1239	Tezoatlán	dialect	tezo1238	Tezoatlán						mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												TezoatlanSegurayLunaMixtec	tezoatlan de segura y luna	
ticu11	Santa Catarina Ticuá		Mixtec	Western Alta	Santa Catarina Ticuá	Oaxaca	17.07332	-97.53638	mig	sant1443	Santa Catarina Ticuá	dialect	sanm1295	Western Alta						mixteco del sureste central	tnu’u savi	[tnuʔu saβi]												SantaCatarinaTicuaMixtec	santa catarina ticua	
tida11	San Pedro Tidaá		Mixtec	Eastern Alta	San Pedro Tidaá	Oaxaca	17.4142	-97.3333	mtx	tida1235	Tidaá Mixtec	language		Northern Alta	17.4142	-97.3333	Eastern Alta		tida	mixteco de San Pedro Tidaá	tnu’un dawi	[tnũʔũ ðawi]	Tidaa	60	language									SanPedroTidaaMixtec	san pedro tidaa	
tija11	San Pablo Tijaltepec		Mixtec	Western Alta	San Pablo Tijaltepec	Oaxaca	17.1539	-97.4578	xtl	tija1235	Tijaltepec Mixtec	language		Western Alta	17.1539	-97.4578				mixteco de San Pablo Tijaltepec	tu’un savi	[tũʔũ saβi]												SanPabloTijaltepecMixtec	san pablo tijaltepec	
tila11	Santiago Tilantongo		Mixtec	Eastern Alta	Santiago Tilantongo	Oaxaca	17.3596	-97.3861	xtd	diux1236	Diuxi-Tilantongo Mixtec	language		Eastern Alta	17.3596	-97.3861	Eastern Alta		til	mixteco del este central	tnu’un dau	[tnũʔũ ðau]												SantiagoTilantongoMixtec	santiago tilantongo	
tind11	Santa María Tindú		Mixtec	Southern Baja	Tezoatlán de Segura y Luna	Oaxaca	17.48954	-97.93558												mixteco del noroeste central bajo	tu’un javi	[tũʔũ xaβi]	Tindu?	71	dialect	Silacayoapan								SantaMariaTinduMixtec	santa maria tindu	
tlac11	San Agustín Tlacotepec		Mixtec	Western Alta	San Agustín Tlacotepec	Oaxaca	17.20365	-97.51853	xtm	sana1284	San Agustín Tlacotepec	dialect	magd1235	Western Alta			Western Alta		tlac	mixteco de San Agustín Tlacotepec	tu’un savi	[tũʔũ saβi]	Tlacotepec	69	language									SanAgustinTlacotepecMixtec	san agustin tlacotepec	
tlac12	San Miguel Tlacotepec		Mixtec	Southern Baja	San Miguel Tlacotepec	Oaxaca	17.45511	-98.00552									Southern Baja		tlam	mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												SanMiguelTlacotepecMixtec	san miguel tlacotepec	
tlah11	Tlahuapa		Mixtec	Guerrero	Alcozáuca de Guerrero	Guerrero	17.37553	-98.33826	xta	alco1235										mixteco de Tlahuapa	tu’un savi	[tũʔũ saβi]												TlahuapaMixtec	tlahuapa	
tlal11	Santa Catarina Tlaltempan		Mixtec	Northern Baja	Santa Catarina Tlaltempan	Puebla	18.61485	-98.08867									Northern Baja		tlal	mixteco de Tlaltempan	da’an davi ~ de’e dau	[ðãʔã ðaβi] ~ [ðeʔe ðau]												SantaCatarinaTlaltempanMixtec	santa catarina tlaltempan	
tlaz11	Santiago Tlazoyaltepec		Mixtec	Eastern Alta	Santiago Tlazoyaltepec	Oaxaca	17.02704	-96.9783	mqh	tlaz1235	Tlazoyaltepec Mixtec	language		Eastern Alta	17007	-96.9783				mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												SantiagoTlazoyaltepecMixtec	santiago tlazoyaltepec	
tlaz11	Santiago Tlazoyaltepec		Mixtec	Eastern Alta	Santiago Tlazoyaltepec	Oaxaca	17.0274	-96.99583	mqh	sant1446	Santiago Tlazoyaltepec	dialect	peno1244	Eastern Alta			Eastern Alta		tlaz	mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]	Tlazoyaltepec	76	dialect	Estetla								SantiagoTlazoyaltepecMixtec	santiago tlazoyaltepec	
tona11	Santo Domingo Tonahuixtla		Mixtec	Northern Baja	San Jerónimo Xayacatlán	Puebla	18.20212	-97.89593									Northern Baja		ton				Tonahuixtla	91	dialect	Chazumba								SantoDomingoTonahuixtlaMixtec	santa maria tonahuixtla	
toto11	Tototepec		Mixtec	NotAssigned	Xalpatláhuac	Guerrero	17.43238	-98.58289	mim	toto1307	Tototepec	dialect	alac1244	Guerrero						mixteco de Guerrero central alto	tno̱’on sávi̱	[tnõʔõ saβi˨]												TototepecMixtec	tototepec	
toto12	Totoltepec de Guerrero	Santa María Totoltepec de Guerrero	Mixtec	Northern Baja	Totoltepec de Guerrero	Puebla	18.22581	-97.85526	xtb	chaz1235							Northern Baja		tot	mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												TotoltepecGuerreroMixtec	santa maria totoltepec de guerrero	
tutu11	Villa de Tututepec de Melchor Ocampo		Mixtec	Coast	Villa de Tututepec de Melchor Ocampo	Oaxaca	16.12968	-97.60452	mtu	tutu1243	Tututepec Mixtec	language		Coast (East)	16.154	-97.5597	Coast	East	tut	mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]	Tututepec	61	language									VillaTututepecMelchorOcampoMixtec	villa de tututepec de melchor ocampo	
tutu12	San Pedro Tututepec		Mixtec	Coast	Villa de Tututepec de Melchor Ocampo	Oaxaca	16.12987	-97.6085	mtu	tutu1243	Tututepec Mixtec																							SanPedroTututepecMixtec	san pedro tututepec	
xaya11	San Jerónimo Xayacatlán		Mixtec	Northern Baja	San Jerónimo Xayacatlán	Puebla	18.22159	-97.91563	mit	south3001	Southern Puebla Mixtec	language					Northern Baja		jer	mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												SanJeronimoXayacatlanMixtec	san jeronimo xayacatlan	
xaya12	Xayacatlán de Bravo		Mixtec	Northern Baja	Xayacatlán de Bravo	Puebla	18.2353	-97.97435	mit	south3001							Northern Baja		xay	mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]	Xayacatla?n de Bravo	87	dialect	Chazumba								XayacatlanBravoMixtec	xayacatlan de bravo	
xoch11	Xochapa		Mixtec	Guerrero	Alcozáuca de Guerrero	Guerrero	17.38134	-98.44988	xta	xoch1238	Xochapa Mixtec	dialect	alco1235	Guerrero						mixteco de Xochapa	tu’un savi	[tũʔũ saβi]												XochapaMixtec	xochapa	
yolo11	Santa María Yolotepec		Mixtec	Western Alta	Santa María Yolotepec	Oaxaca	16.9648	-97.4537	xtt	taca1257	Tacahua-Yolotepec Mixtec	language		Western Alta	16.9648	-97.4537	Western Alta		yolt	mixteco del sur bajo	sahin sau	[sahin sau]	Yolotepec	76	dialect	Yosondu?a								SantaMariaYolotepecMixtec	santa maria yolotepec	
yolo12	Yoloxochitl		Mixtec	Guerrero	San Luis Acatlán	Guerrero	16.8059	-98.6293	xty	yolo1241	Yoloxochitl Mixtec	language		Guerrero	16.8059	-98.6293	Guerrero		yolx	mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												YoloxochitlMixtec	yoloxochitl	
yoso11	Santiago Yosondúa		Mixtec	Western Alta	Santiago Yosondúa	Oaxaca	16.9042	-97.5018	mpm	yoso1239	Yosondúa Mixtec	language		Western Alta	16.9042	-97.5018	Western Alta		yoso	mixteco de Yosondúa	sa’an sau	[sãʔã sau]	Yosondu?a	70	language		Yosondúa	mig	mxy	1692	-9758		gl lat and long better	SantiagoYosonduaMixtec	santiago yosondua	
yoso12	Santa María Yosoyúa		Mixtec	Western Alta	Santa María Yosoyúa	Oaxaca	17.11985	-97.51553		sant1442	Santa María Yosoyúa	dialect	sanm1295	Western Alta						mixteco de Santa María Yosoyúa	tu’un savi	[tũʔũ saβi]												SantaMariaYosoyuaMixtec	santa maria yosoyua	
yoso13	Santa Catarina Yosonotú		Mixtec	Western Alta	Santa Catarina Yosonotú	Oaxaca	17.02073	-97.66201		sant1438	Santa Catarina Yosonotu	dialect	ocot1243	Western Alta						mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												SantaCatarinaYosonotuMixtec	santa catarina yosonotu	
yoso14	San Pedro Yosoñama		Mixtec	Western Alta	San Juan Ñumi	Oaxaca	17.4272	-97.77267	xtn	yoso1238	Yosoñama	dialect	nort2985	Western Alta						mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]										not found		SanPedroYosonamaMixtec	san pedro yosonama	
yucu11	San Bartolomé Yucuañe		Mixtec	Western Alta	San Bartolomé Yucuañe	Oaxaca	17.2832	-97.4285	mvg	yucu1250	Yucuañe Mixtec	language		Western Alta	17.2832	-97.4285	Western Alta		yuca	mixteco del sureste central	tnu’u savi	[tnuʔu saβi]	Yucuañe	77	dialect	Ñumi?								SanBartolomeYucuaneMixtec	san bartolome yucuane	
yucu12	Santa María Yucuhiti		Mixtec	Western Alta	Santa María Yucuhiti	Oaxaca	17.03036	-97.78237	meh	yucu1249	Yucuhiti	dialect	sout3000	Western Alta			Western Alta		yuci	mixteco del suroeste	tu’un savi	[tũʔũ saβi]	Yucuhuiti	84	dialect	Nuyoo								SantaMariaYucuhitiMixtec	santa maria yucuhuiti	
