id,village_name,village_name_alternative,municipality,state,latitude,longitude,isocode,glottocode,glottolog_name,glottolog_level,glottolog_super,glottolog_group,glottolog_latitude,glottolog_longitude,josserand_group,josserand_subgroup,josserand_code,inali_group,inali_endonym_ort,inali_endonym_ipa,egland_name,egland_perc,egland_level,egland_super,mtree_name,mtree_code,mtree_codealt,mtree_latitude,mtree_longitude,mtree_comments,coordinate.comparison,village_norm,Comments
nuxa11,Santo Domingo Nuxaá,Santo Domingo Nuxaa,Santo Domingo Nuxaá,Oaxaca,"   17,21663"," -97,12285",,,,,,,NA,NA,Eastern Alta,,nuxa,mixteco del este,tu’un davi,[tũʔũ ðaβi],Nuxaa,30,language,,,,,NA,NA,,,santo domingo nuxaa,
nuxi11,San Andrés Nuxiño,,San Andrés Nuxiño,Oaxaca,"   17,23883"," -97,10497",,,,,,,NA,NA,Eastern Alta,,nuxi,mixteco alto de Valles,tu’un ñudavi,[tũʔũ ?udaβi],,NA,,,,,,NA,NA,,,san andres nuxino,
nuyo11,Santiago Nuyoó,,Santiago Nuyoó,Oaxaca,"   17,01470"," -97,76674",,nuyo1238,Nuyoo ,dialect,sout3000,Western Alta,NA,NA,Western Alta,,nuyo,mixteco del suroeste,tu’un savi,[tũʔũ saβi],Nuyoo,54,language,,,,,NA,NA,,,santiago nuyoo,
ocot11,Santo Tomás Ocotepec,,Santo Tomás Ocotepec,Oaxaca,"   17,14419"," -97,76322",mie,ocot1243,Ocotepec Mixtec ,language,,Western Alta,"   17,18230","-97751,00000",Western Alta,,oco,mixteco de Sierra sur noroeste,tu’un savi,[tũʔũ saβi],Sto. Toma?s Ocotepec,80,dialect,Ñumi?,Ocotepec,mio,mxo,"17,17","-97,75",,gl lat and long better,santo tomas ocotepec,
pena11,Magdalena Peñasco,,Magdalena Peñasco,Oaxaca,"   17,28370"," -97,54130",xtm,magd1235,Magdalena Peñasco Mixtec ,language,,Western Alta,"   17,28370","   -97,54130",Western Alta,,,mixteco central,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,magdalena penasco,
pena12,San Mateo Peñasco,,San Mateo Peñasco,Oaxaca,"   17,15127"," -97,53321",,sanm1293,San Mateo Peñasco Mixtec ,dialect,magd1235,Western Alta,NA,NA,Western Alta,,peña,mixteco de San Mateo Peñasco,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san mateo penasco,
peno11,Santa María Peñoles,,Santa María Peñoles,Oaxaca,"   17,06710"," -97,01010",mil,peno1244,Peñoles Mixtec ,language,,Eastern Alta,"   17,06710","   -97,01010",Eastern Alta,,,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,gl lat and long better,santa maria penoles,
peno11,Santa María Peñoles,,Santa María Peñoles,Oaxaca,"   17,07959"," -97,00272",,sant1445,Santa María Peñoles ,dialect,peno1244,Eastern Alta,NA,NA,,,peño,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],Peñoles,100,dialect,Estetla,Peñoles,mig-mol,mxp,"17,80","-96,92",,gl lat and long better,santa maria penoles,
pera11,San Martín Peras,,San Martín Peras,Oaxaca,"   17,35912"," -98,23725",,sanm1291,San Martín Peras ,dialect,west2643,Southern Baja,NA,NA,Southern Baja,,pera,mixteco del oeste,to’on savi,[tõʔõ saβi],S. M. Peras,95,dialect,Coicoyan,,,,NA,NA,,,san martin peras,
petl11,Petlacalancingo,,Alcozáuca de Guerrero,Guerrero,"   17,37597"," -98,49096",,petl1238,Petlacalancingo Mixtec ,dialect,alco1235,Guerrero,NA,NA,,,,mixteco de Guerrero del noreste central,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,petlacalancingo,
pied11,San Miguel Piedras,,San Miguel Piedras,Oaxaca,"   16,99440"," -97,20560",xtp,sanm1294,San Miguel Piedras Mixtec ,language,,Eastern Alta,"   16,99440","   -97,20560",Eastern Alta,Teozacoalco,pied,mixteco de San Miguel Piedras,tu’un savi,[tũʔũ saβi],S. Miguel Piedras,49,language,,,,,NA,NA,,,san miguel piedras,the other SM Piedras listed in INALI is most probably a mistake
piña11,San Juan Piñas,,Santiago Juxtlahuaca,Oaxaca,"   17,22264"," -98,14487",,sanj1280,San Juan Piñas ,dialect,west2643,Southern Baja,NA,NA,,,,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],,NA,,,,,,NA,NA,,,san juan pinas,
pino11,Santiago Pinotepa Nacional,,Santiago Pinotepa Nacional,Oaxaca,"   16,30430"," -97,99660",mio,pino1237,Pinotepa Nacional Mixtec ,language,,Coast (West),"   16,30430","   -97,99660",Coast,West,pinn,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,santiago pinotepa nacional,
pino12,Pinotepa de Don Luis,Pinotepa de Don Luís,Pinotepa de Don Luis,Oaxaca,"   16,42666"," -97,97647",,,,,,,NA,NA,Coast,West,pinl,mixteco de Oaxaca de la costa oeste central,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],Don Luis,84,dialect,Jicaltepec,,,,NA,NA,,,pinotepa de don luis,
plan11,Plan de Guadalupe,,Atlamajalcingo del Monte,Guerrero,"   17,21731"," -97,78260",,plan1238,Plan de Guadalupe ,dialect,alac1244,Guerrero,NA,NA,,,,mixteco de Atlamajalcingo,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,plan de guadalupe ,
poto11,Potoichan,Potoichán,Copanatoyac,Guerrero,"   17,42233"," -98,72009",,poto1253,Potoichan ,dialect,alac1244,Guerrero,NA,NA,,,,mixteco de Coapanatoyac,tno’on sawi ~ tu’un savi,[tnõʔõ sawi] ~ [tũʔũ saβi],,NA,,,,,,NA,NA,,,potoichan,
prog11,San Miguel Progreso,,Heroica Ciudad de Tlaxiaco,Oaxaca,"   17,17430"," -97,79838",,,,,,,NA,NA,Western Alta,,prog,mixteco del suroeste central,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san miguel progreso,
prog12,San Jerónimo Progreso,,Silacayoapam,Oaxaca,"   17,44616"," -98,15466",,,,,,,NA,NA,Southern Baja,,silp,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],,NA,,,,,,NA,NA,,,san jeronimo progreso,
reye11,Santos Reyes Tepejillo,,Santos Reyes Tepejillo,Oaxaca,"   17,43262"," -97,93997",,,,,,,NA,NA,Southern Baja,,rey,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],S. R. Tepejillo,77,dialect,Silacayoapan,,,,NA,NA,,,santos reyes tepejillo,
sayu11,San Francisco Sayultepec,San Francisco de Asís Sayultepec,San Juan Cacahuatepec,Oaxaca,"   16,59537"," -98,12933",,,,,,,NA,NA,Coast,West,sayu,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],Sayultepec,88,dialect,Jicaltepec,,,,NA,NA,,,san francisco de asis sayultepec,I’m not sure where that de Asís part comes from
sila11,Silacayoapam,,Silacayoapam,Oaxaca,"   17,55410"," -98,11630",mks,sila1250,Silacayoapan Mixtec ,language,,Central Baja Mixtec ,"   17,55410","   -98,11630",Central Baja,,,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],Silacayoapan,68,language,,Silacayoapan,mjc,mxs,"17,50","-98,17",,gl lat and long better,silacayoapam,
sind11,San Mateo Sindihui,,Nochixtlan,Oaxaca,"   17,02000"," -97,30360",xts,sind1277,Sindihui Mixtec ,language,,Eastern Alta,"   17,02000","   -97,30360",Eastern Alta,Teozacoalco,sind,NA,NA,NA,S. M. Sindihui,19,language,,,,,NA,NA,,,san mateo sindihui,
sini11,San José (San José Sinicahua),San José Sinicahua,San Antonio Sinicahua,Oaxaca,"   17,22180"," -97,59040",xti,sini1243,Sinicahua Mixtec ,language,,Western Alta,"   17,22180","   -97,59040",Western Alta,,sinc,mixteco de San Antonio Sinicahua,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san jose sinicahua,
soso11,San Jerónimo Sosola,,San Jerónimo Sosola,Oaxaca,"   17,36657"," -97,03295",,,,,,,NA,NA,Northeastern Alta,,soso,NA,NA,NA,,NA,,,,,,NA,NA,,,san jeronimo sosola,
soya11,San Bartolo Soyaltepec,,San Bartolo Soyaltepec,Oaxaca,"   17,58920"," -97,19210",vmq,soya1236,Soyaltepec Mixtec ,language,,Northeastern Alta,"17556,00000","   -97,19210",Northeastern Alta,,soy,mixteco del noreste bajo,tu’un savi,[tũʔũ saβi],S. B. Soyaltepec,28,language,,,,,NA,NA,,,san bartolo soyaltepec,
tama11,San Juan Tamazola,,San Juan Tamazola,Oaxaca,"   17,12580"," -97,09980",vmx,tama1339,Tamazola Mixtec ,language,,Eastern Alta,"   17,12580","   -97,09980",Eastern Alta,Teozacoalco,tamj,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],S. J. Tamazola,74,dialect,Estetla,,,,NA,NA,,,san juan tamazola,
tama12,Santiago Tamazola,,Santiago Tamazola,Oaxaca,"   17,67041"," -98,22160",,,,,,,NA,NA,Western Baja,,tams,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],Stgo. Tamazola,89,dialect,Silacayoapan,,,,NA,NA,,,santiago tamazola,
tata11,Santa María Tataltepec,,Santa María Tataltepec,Oaxaca,"   17,14222"," -97,39407",,sant1444,Santa Maria Tataltepec ,dialect,sanj1282,Western Alta,NA,NA,Western Alta,,tata,NA,NA,NA,,NA,,,,,,NA,NA,,,santa maria tataltepec,
teco11,San Sebastián Tecomaxtlahuaca,,San Sebastián Tecomaxtlahuaca,Oaxaca,"   17,34568"," -98,03120",,,,,,,NA,NA,Southern Baja,,teco,mixteco del oeste,to’on savi,[tõʔõ saβi],Tecomastlahuaca,81,dialect,Silacayoapan,,,,NA,NA,,,san sebastian tecomaxtlahuaca,
teit11,San Juan Teita,,San Juan Teita,Oaxaca,"   17,15420"," -97,38990",xtj,sanj1282,San Juan Teita Mixtec ,language,,Western Alta,"   17,15420","   -97,38990",Western Alta,,teit,mixteco de San Juan Teita,dañudavi,[da?udaβi],Teita,75,dialect,Yosondu?a,,,,NA,NA,,,san juan teita,
tejo11,Los Tejocotes,,San Juan Mixtepec,Oaxaca,"   17,31342"," -97,89609",,,,,,,NA,NA,Mixtepec,,tejc,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],,NA,,,,,,NA,NA,,,los tejocotes,
tepa11,Tepango,,Ayutla de los Libres,Guerrero,"   20,00242"," -97,79622",,,,,,,NA,NA,Southern Baja,,,mixteco de Ayutla,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,tepango,
tepa12,San Mateo Tepantepec,,Santa María Peñoles,Oaxaca,"   17,00277"," -97,03289",,sanm1297,San Mateo Tepantepec ,dialect,peno1244,Eastern Alta,NA,NA,,,,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san mateo tepantepec,
tepe13,Tepejillo,,Petlalcingo,Puebla,"   18,05265"," -97,83906",,,,,,,NA,NA,Northern Baja,,tepj,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],Tepejillo,86,dialect,Chazumba,,,,NA,NA,,,tepejillo,
tepe14,San Antonio Tepetlapa,,San Antonio Tepetlapa,Oaxaca,"   16,54182"," -98,06578",,,,,,,NA,NA,Coast,West,tept,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],Tepetlapa,89,dialect,Jicaltepec,,,,NA,NA,,,san antonia tepetla,
tepo11,San Pedro y San Pablo Teposcolula,,San Pedro y San Pablo Teposcolula,Oaxaca,"   17,51167"," -97,48883",,,,,,,NA,NA,Eastern Alta,,tepo,mixteco del norte bajo,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san pedro y san pablo teposcolula,
tezo11,Tezoatlán de Segura y Luna,,Tezoatlán de Segura y Luna,Oaxaca,"   17,65084"," -97,80972",,tezo1239,Tezoatlán ,dialect,tezo1238,Tezoatlán,NA,NA,,,,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],,NA,,,,,,NA,NA,,,tezoatlan de segura y luna,
ticu11,Santa Catarina Ticuá,,Santa Catarina Ticuá,Oaxaca,"   17,07332"," -97,53638",,sant1443,Santa Catarina Ticuá,dialect,sanm1295,Western Alta,NA,NA,,,,mixteco del sureste central,tnu’u savi,[tnuʔu saβi],,NA,,,,,,NA,NA,,,santa catarina ticua,
tida11,San Pedro Tidaá,,San Pedro Tidaá,Oaxaca,"   17,41420"," -97,33330",mtx,tida1235,Tidaá Mixtec ,language,,Northern Alta,"   17,41420","   -97,33330",Eastern Alta,,tida,mixteco de San Pedro Tidaá,tnu’un dawi,[tnũʔũ ðawi],Tidaa,60,language,,,,,NA,NA,,,san pedro tidaa,
tija11,San Pablo Tijaltepec,,San Pablo Tijaltepec,Oaxaca,"   17,15390"," -97,45780",xtl,tija1235,Tijaltepec Mixtec ,language,,Western Alta,"   17,15390","   -97,45780",,,,mixteco de San Pablo Tijaltepec,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,san pablo tijaltepec,
tila11,Santiago Tilantongo,,Santiago Tilantongo,Oaxaca,"   17,35960"," -97,38610",xtd,diux1236,Diuxi-Tilantongo Mixtec ,language,,Eastern Alta,"   17,35960","   -97,38610",Eastern Alta,,til,mixteco del este central,tnu’un dau,[tnũʔũ ðau],,NA,,,,,,NA,NA,,,santiago tilantongo,
tind11,Santa María Tindú,,Tezoatlán de Segura y Luna,Oaxaca,"   17,48954"," -97,93558",,,,,,,NA,NA,,,,mixteco del noroeste central bajo,tu’un javi,[tũʔũ xaβi],Tindu?,71,dialect,Silacayoapan,,,,NA,NA,,,santa maria tindu,
tlac11,San Agustín Tlacotepec,,San Agustín Tlacotepec,Oaxaca,"   17,20365"," -97,51853",,sana1284,San Agustín Tlacotepec ,dialect,magd1235,Western Alta,NA,NA,Western Alta,,tlac,mixteco de San Agustín Tlacotepec,tu’un savi,[tũʔũ saβi],Tlacotepec,69,language,,,,,NA,NA,,,san agustin tlacotepec,
tlac12,San Miguel Tlacotepec,,San Miguel Tlacotepec,Oaxaca,"   17,45511"," -98,00552",,,,,,,NA,NA,Southern Baja,,tlam,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],,NA,,,,,,NA,NA,,,san miguel tlacotepec,
tlal11,Santa Catarina Tlaltempan,,Santa Catarina Tlaltempan,Puebla,"   18,61485"," -98,08867",,,,,,,NA,NA,Northern Baja,,tlal,mixteco de Tlaltempan,da’an davi ~ de’e dau,[ðãʔã ðaβi] ~ [ðeʔe ðau],,NA,,,,,,NA,NA,,,santa catarina tlaltempan,
tlaz11,Santiago Tlazoyaltepec,,Santiago Tlazoyaltepec,Oaxaca,"   17,02740"," -96,99583",,sant1446,Santiago Tlazoyaltepec ,dialect,peno1244,Eastern Alta,NA,NA,Eastern Alta,,tlaz,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],Tlazoyaltepec,76,dialect,Estetla,,,,NA,NA,,,santiago tlazoyaltepec,
tlaz11,Santiago Tlazoyaltepec,,Santiago Tlazoyaltepec,Oaxaca,"   17,02704"," -96,97830",mqh,tlaz1235,Tlazoyaltepec Mixtec ,language,,Eastern Alta,"17007,00000","   -96,97830",,,,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],,NA,,,,,,NA,NA,,,santiago tlazoyaltepec,
tona11,Santa María Tonahuixtla,,NA,NA,"   18,20057"," -97,89437",,,,,,,NA,NA,Northern Baja,,ton,NA,NA,NA,Tonahuixtla,91,dialect,Chazumba,,,,NA,NA,,,santa maria tonahuixtla,
toto11,Tototepec,,Xalpatláhuac,Guerrero,"   17,43238"," -98,58289",,toto1307,Tototepec ,dialect,alac1244,Guerrero,NA,NA,,,,mixteco de Guerrero central alto,tno̱’on sávi̱,[tnõʔõ saβi˨],,NA,,,,,,NA,NA,,,tototepec,
toto12,Totoltepec de Guerrero,Santa María Totoltepec de Guerrero,Totoltepec de Guerrero,Puebla,"   18,22581"," -97,85526",,,,,,,NA,NA,Northern Baja,,tot,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],,NA,,,,,,NA,NA,,,santa maria totoltepec de guerrero,
tutu11,Villa de Tututepec de Melchor Ocampo,,Villa de Tututepec de Melchor Ocampo,Oaxaca,"   16,12968"," -97,60452",mtu,tutu1243,Tututepec Mixtec ,language,NA,Coast (East),"   16,15400","   -97,55970",Coast,East,tut,mixteco de Villa de Tututepec,tu’un savi,[tũʔũ saβi],Tututepec,61,language,NA,NA,NA,NA,NA,NA,NA,NA,villa de tututepec de melchor ocampo,
tutu12,San Pedro Tututepec,,Villa de Tututepec de Melchor Ocampo,Oaxaca,"   16,12987"," -97,60850",,,,,,,NA,NA,,,,NA,NA,NA,,NA,,,,,,NA,NA,,,san pedro tututepec,
xaya11,San Jerónimo Xayacatlán,,San Jerónimo Xayacatlán,Puebla,"   18,22159"," -97,91563",,,,,,,NA,NA,Northern Baja,,jer,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],,NA,,,,,,NA,NA,,,san jeronimo xayacatlan,
xaya12,Xayacatlán de Bravo,,Xayacatlán de Bravo,Puebla,"   18,23530"," -97,97435",,,,,,,NA,NA,Northern Baja,,xay,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],Xayacatla?n de Bravo,87,dialect,Chazumba,,,,NA,NA,,,xayacatlan de bravo,
xoch11,Xochapa,,Alcozáuca de Guerrero,Guerrero,"   17,38134"," -98,44988",,xoch1238,Xochapa Mixtec ,dialect,alco1235,Guerrero,NA,NA,,,,mixteco de Xochapa,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,xochapa,
yolo11,Santa María Yolotepec,,Santa María Yolotepec,Oaxaca,"   16,96480"," -97,45370",xtt,taca1257,Tacahua-Yolotepec Mixtec ,language,,Western Alta,"   16,96480","   -97,45370",Western Alta,,yolt,mixteco del sur bajo,sahin sau,[sahin sau],Yolotepec,76,dialect,Yosondu?a,,,,NA,NA,,,santa maria yolotepec,
yolo12,Yoloxochitl,,San Luis Acatlán,Guerrero,"   16,80590"," -98,62930",xty,yolo1241,Yoloxochitl Mixtec ,language,,Guerrero,"   16,80590","   -98,62930",Guerrero,,yolx,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,yoloxochitl,
yoso11,Santiago Yosondúa,,Santiago Yosondúa,Oaxaca,"   16,90420"," -97,50180",mpm,yoso1239,Yosondúa Mixtec ,language,,Western Alta,"   16,90420","   -97,50180",Western Alta,,yoso,mixteco de Yosondúa,sa’an sau,[sãʔã sau],Yosondu?a,70,language,,Yosondúa,mig,mxy,"16,92","-97,58",,gl lat and long better,santiago yosondua,
yoso12,Santa María Yosoyúa,,Santa María Yosoyúa,Oaxaca,"   17,11985"," -97,51553",,sant1442,Santa María Yosoyúa ,dialect,sanm1295,Western Alta,NA,NA,,,,mixteco de Santa María Yosoyúa,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,santa maria yosoyua ,
yoso13,Santa Catarina Yosonotú,,Santa Catarina Yosonotú,Oaxaca,"   17,02073"," -97,66201",,sant1438,Santa Catarina Yosonotu ,dialect,ocot1243,Western Alta,NA,NA,,,,mixteco de Yosonotú,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,santa catarina yosonotu,
yoso14,San Pedro Yosoñama,,San Juan Ñumi,Oaxaca,"   17,42720"," -97,77267",,yoso1238,Yosoñama ,dialect,nort2985,Western Alta,NA,NA,,,,mixteco de Ñumi,sa'an savi ~ sa'an sau,[sãʔã saβi] ~ [sãʔã sau],,NA,,,,,,NA,NA,not found,,san pedro yosonama,
yucu11,San Bartolomé Yucuañe,,San Bartolomé Yucuañe,Oaxaca,"   17,28320"," -97,42850",mvg,yucu1250,Yucuañe Mixtec ,language,,Western Alta,"   17,28320","   -97,42850",Western Alta,,yuca,mixteco del sureste central,tnu’u savi,[tnuʔu saβi],Yucuañe,77,dialect,Ñumi?,,,,NA,NA,,,san bartolome yucuane,
yucu12,Santa María Yucuhiti,,Santa María Yucuhiti,Oaxaca,"   17,03036"," -97,78237",,yucu1249,Yucuhiti ,dialect,,Western Alta,NA,NA,Western Alta,,yuci,mixteco del suroeste,tu’un savi,[tũʔũ saβi],Yucuhuiti,84,dialect,Nuyoo,,,,NA,NA,,,santa maria yucuhuiti,
yucu13,Yucuñuti de Benito Juárez,,Tezoatlán de Segura y Luna,Oaxaca,"   17,63409"," -97,89151",,yucu1251,Yucu Ñuti ,dialect,tezo1238,Tezoatlán,NA,NA,Tezoatlan,,yucñ,mixteco del noroeste central bajo,tu’un javi,[tũʔũ xaβi],Yucuñuti,79,dialect,Silacayoapan,,,,NA,NA,,,yucunuti de benito juarez,
yucu14,San Pedro Yucunama,,San Miguel Chicahua,Oaxaca,"   17,56221"," -97,48291",,,,,,,NA,NA,Eastern Alta,,ynam,mixteco del noreste,da’an davi,[ðãʔã ðaβi],,NA,,,,,,NA,NA,,,san pedro yucunama,
yucu15,Santa María Yucunicoco,,Santiago Juxtlahuaca,Oaxaca,"   17,23720"," -97,91806",,,,,,,NA,NA,Mixtepec,,yuco,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],Yucunicoco,51,language,,,,,NA,NA,,,santa maria yucunicoco,
yucu16,Yucuquimi de Ocampo,,Tezoatlán de Segura y Luna,Oaxaca,"   17,57853"," -97,89014",,,,,,,NA,NA,Tezoatlan,,yucq,mixteco del noroeste central alto,tu’un djavi,[tũʔũ ?aβi],,NA,,,,,,NA,NA,,,santa maria yucuquimi de ocampo,
yuta11,Yutanduchi de Guerrero,,Yutanduchi de Guerrero,Oaxaca,"   17,03110"," -97,22930",mab,yuta1240,Yutanduchi Mixtec ,language,,Eastern Alta,"   17,03110","   -97,22930",Eastern Alta,Teozacoalco,yutn,mixteco de Yutanduchi de Guerrero,tu’un savi,[tũʔũ saβi],,NA,,,,,,NA,NA,,,yutanduchi de guerrero,
yuta12,San Juan Yuta,,San Juan Tamazola,Oaxaca,"   17,02228"," -97,17054",,,,,,,NA,NA,Eastern Alta,Teozacoalco,yuta,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],,NA,,,,,,NA,NA,,,san juan yuta,
yuta13,San Andrés Yutatío,,Tezoatlán de Segura y Luna,Oaxaca,"   17,60626"," -97,89428",,,,,,,NA,NA,,,,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],,NA,,,,,,NA,NA,,,san andres yutatio,
zaca11,Santa María Zacatepec,,Santa María Zacatepec,Oaxaca,"   16,70030"," -97,94840",mza,sant1436,Santa María Zacatepec Mixtec ,language,,Coast (West),"   16,70030","   -97,94840",Coast,West,zac,mixteco de Sierra sur oeste,tu’un va’a,[tũʔũ vaʔa],Zacatepec,64,language,,,,,NA,NA,,,santa maria zacatepec,
zahu11,San Simón Zahuatlán,,San Simón Zahuatlán,Oaxaca,"   17,82910"," -98,00505",,sans1274,San Simón Zahuatlán ,dialect,sila1250,Central Baja Mixtec ,NA,NA,Central Baja,,,mixteco del noroeste,tu’un savi,[tũʔũ saβi],S. Simo?n Zahuatla?n,81,dialect,Silacayoapan,,,,NA,NA,,,san simon zahuatlan,
zapo11,Zapotitlán Palmas,,Zapotitlán Palmas,Oaxaca,"   17,88959"," -97,82406",,,,,,,NA,NA,Northern Baja,,zap,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],,NA,,,,,,NA,NA,,,zapotitlan palmas,
NA,Abasolo,NA,Chalcatongo de Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,abasolo,
NA,Acalmani,NA,Igualapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Igualapa,tu’un Isasi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acalmani,
NA,Acametla de Bravo,NA,Alcozáuca de Guerrero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del noreste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acametla de bravo,
NA,Acaquizapam (Santa María Acaquizapam),NA,Santiago Chazumba,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acaquizapam (santa maria acaquizapam),
NA,Acatepec,NA,Ometepec,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa este,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acatepec,
NA,Acatlán de Osorio,NA,Acatlán,Puebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste de Puebla,da’an davi ~ de’e dau,[ðãʔã ðaβi] ~ [ðeʔe ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acatlan de osorio,
NA,Acatlán I (Fovissste),NA,Acatlán,Puebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste de Puebla,da’an davi ~ de’e dau,[ðãʔã ðaβi] ~ [ðeʔe ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acatlan i (fovissste),
NA,Acatlima,NA,Heroica Ciudad de Huajuapan de León,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acatlima,
NA,Acuautepec o Agua de la Caña,NA,Santiago Pinotepa Nacional,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste de la costa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,acuautepec o agua de la cana,
NA,Agua Buena,NA,San Sebastián Tecomaxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agua buena,
NA,Agua Buena,NA,San Miguel Tlacotepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agua buena,
NA,Agua Ceniza,NA,San Miguel Santa Flor,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agua ceniza,
NA,Agua de Humo,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,agua de humo,
